EventName,ElapsedTime,Timestamp,SessionID,Version,AudioClip,AudioDuration,ButtonClickMessage,CurrentDurationEngaged,DragStartPosition,DragStopPosition,EvacPatientIds,EvacRound,InjuryBodyRegion,InjuryName,InjuryPosition,InjuryRequiredProcedure,InjuryRequiredTreatmentCount,InjuryRequiredTreatmentsApplied,InjurySeverity,InjuryTreatedWithCorrectTreatment,InjuryTreatmentComplete,NarrativeDescription,NarrativeIndex,PatientBreathing,PatientHealthLevel,PatientHealthTimeRemaining,PatientHearing,PatientID,PatientMood,PatientPose,PatientPosition,PatientPulse,PatientRotation,PatientSpO2,PatientTriageLevel,PatientTriageSort,PlayerDirection,PlayerDistanceFromPatient,PlayerLeftHandPosition,PlayerPosition,PlayerRightHandPosition,QuestionAnswers,QuestionId,QuestionPrompt,QuestionType,TagType,TeleportPosition,ToolAttachMessage,ToolAttachParent,ToolCount,ToolMessageSender,ToolType,TotalDurationEngaged,TriageSortCommand,VoiceCaptureCommandDescription,VoiceCaptureMessage,WeaponsDisarmed,WeaponsHeld,
VOICE_CAPTURE,-14432,6/26/2026 1:12:58 PM,70198e36-abdf-48fd-bcf6-621431b7831c,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,Okay.,
VOICE_CAPTURE,-7879,6/26/2026 1:13:05 PM,70198e36-abdf-48fd-bcf6-621431b7831c,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,Okay.,
VOICE_CAPTURE,-4860,6/26/2026 1:13:08 PM,70198e36-abdf-48fd-bcf6-621431b7831c,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,Yeah.,
VOICE_CAPTURE,-4366,6/26/2026 1:13:08 PM,70198e36-abdf-48fd-bcf6-621431b7831c,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,Yeah. Yeah.,
VOICE_CAPTURE,-3869,6/26/2026 1:13:09 PM,70198e36-abdf-48fd-bcf6-621431b7831c,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,Yeah. Yeah.,
VOICE_CAPTURE,-3867,6/26/2026 1:13:09 PM,70198e36-abdf-48fd-bcf6-621431b7831c,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,Yeah. Yeah.,
SESSION_START,13,6/26/2026 1:13:13 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,
PATIENT_RECORD,13,6/26/2026 1:13:13 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,normal,100,Infinity,normal,US Military 1,upset,sittingGround,"(7.5, 0.0, -5.0)",normal,"(0.0, 0.5, 0.0, 0.9)",normal,DELAYED,still,
INJURY_RECORD,15,6/26/2026 1:13:13 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,rightArm,R Bicep Puncture,"(7.6, 1.4, -5.3)",tourniquet,1,0,medium,False,False,,,,,,,US Military 1,
PATIENT_RECORD,15,6/26/2026 1:13:13 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,fast,100,Infinity,normal,US Military 2,agony,supine,"(10.7, 0.0, -6.3)",fast,"(0.0, 0.5, 0.0, 0.9)",normal,IMMEDIATE,still,
INJURY_RECORD,15,6/26/2026 1:13:13 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,abdomen,L Stomach Puncture,"(10.8, 1.1, -6.2)",woundpack,1,0,high,False,False,,,,,,,US Military 2,
PATIENT_RECORD,15,6/26/2026 1:13:13 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,normal,100,Infinity,normal,Civilian 1,calm,supine,"(9.5, 0.0, -3.0)",normal,"(0.0, -1.0, 0.0, 0.0)",normal,IMMEDIATE,still,
INJURY_RECORD,15,6/26/2026 1:13:13 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,rightHand,R Wrist Broken,"(9.1, 1.4, -3.0)",splint,1,0,low,False,False,,,,,,,Civilian 1,
PATIENT_RECORD,15,6/26/2026 1:13:13 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,normal,100,Infinity,normal,Shooter 1,upset,supine,"(12.8, 0.0, -1.3)",normal,"(0.0, -0.5, 0.0, 0.9)",normal,DELAYED,still,
INJURY_RECORD,15,6/26/2026 1:13:13 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,chest,L Shoulder Puncture,"(12.7, 1.5, -1.4)",woundpack,1,0,medium,False,False,,,,,,,Shooter 1,
PATIENT_RECORD,15,6/26/2026 1:13:13 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,normal,100,Infinity,normal,US Military 3,upset,fetal,"(14.7, 0.0, 1.5)",normal,"(0.0, -0.8, 0.0, 0.6)",normal,DELAYED,still,
INJURY_RECORD,15,6/26/2026 1:13:13 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,rightLeg,R Thigh Puncture,"(14.6, 0.6, 1.5)",tourniquet,1,0,medium,False,False,,,,,,,US Military 3,
PATIENT_RECORD,15,6/26/2026 1:13:13 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,restricted,100,Infinity,normal,Civilian 2,unresponsive,supine,"(10.5, 0.0, 0.8)",faint,"(0.0, -1.0, 0.0, -0.3)",low,EXPECTANT,still,
INJURY_RECORD,15,6/26/2026 1:13:13 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,chest,R Chest Collapse,"(10.5, 1.2, 0.8)",decompressionNeedle,1,0,high,False,False,,,,,,,Civilian 2,
INJURY_RECORD,15,6/26/2026 1:13:13 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,chest,L Chest Puncture,"(10.6, 1.2, 0.8)",chestSeal,1,0,high,False,False,,,,,,,Civilian 2,
PATIENT_RECORD,15,6/26/2026 1:13:13 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,fast,100,Infinity,normal,Civilian 3,agony,supine,"(11.6, 0.0, 5.2)",fast,"(0.0, -0.9, 0.0, 0.5)",normal,IMMEDIATE,still,
INJURY_RECORD,15,6/26/2026 1:13:13 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,abdomen,R Stomach Puncture,"(11.5, 1.0, 5.2)",woundpack,1,0,high,False,False,,,,,,,Civilian 3,
PATIENT_RECORD,15,6/26/2026 1:13:13 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,fast,100,Infinity,normal,US Military 4,agony,supine,"(14.4, 0.0, 4.6)",fast,"(0.0, -0.3, 0.0, 0.9)",normal,IMMEDIATE,still,
INJURY_RECORD,15,6/26/2026 1:13:13 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,abdomen,L Stomach Puncture,"(14.3, 1.1, 4.7)",woundpack,1,0,high,False,False,,,,,,,US Military 4,
PATIENT_RECORD,15,6/26/2026 1:13:13 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,restricted,100,Infinity,normal,US Military 5,unresponsive,supine,"(12.8, 4.1, -12.3)",fast,"(0.0, 0.0, 0.0, 1.0)",normal,IMMEDIATE,still,
INJURY_RECORD,15,6/26/2026 1:13:13 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,chest,Asthmatic,"(0.0, 0.0, 0.0)",none,0,0,medium,False,False,,,,,,,US Military 5,
INJURY_RECORD,15,6/26/2026 1:13:13 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,leftArm,L Bicep Burn,"(12.7, 5.4, -12.3)",burnDressing,1,0,medium,False,False,,,,,,,US Military 5,
INJURY_RECORD,15,6/26/2026 1:13:13 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,chest,L Chest Burn,"(12.8, 5.3, -12.2)",burnDressing,1,0,high,False,False,,,,,,,US Military 5,
INJURY_RECORD,15,6/26/2026 1:13:13 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,leftForearm,L Forearm Burn,"(12.4, 5.4, -12.3)",burnDressing,1,0,medium,False,False,,,,,,,US Military 5,
PATIENT_RECORD,15,6/26/2026 1:13:13 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,none,100,Infinity,normal,US Military 6,dead,fetal,"(16.2, 4.1, -11.8)",none,"(0.0, -0.6, 0.0, 0.8)",none,EXPECTANT,still,
INJURY_RECORD,15,6/26/2026 1:13:13 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,neck,R Neck Puncture,"(16.1, 5.6, -11.8)",woundpack,1,0,high,False,False,,,,,,,US Military 6,
NARRATIVE_SECTION_START,48,6/26/2026 1:13:13 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,Intro,0,
AUDIO_START,89,6/26/2026 1:13:13 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,urban intro,37.32898,
PLAYER_POSITIONS,96,6/26/2026 1:13:13 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(13.0, 1.6, 9.8)","(12.8, 1.6, 9.8)","(12.6, 1.6, 9.9)",
PLAYER_POSITIONS,96,6/26/2026 1:13:13 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(13.0, 1.6, 9.8)","(12.8, 1.6, 9.8)","(12.6, 1.6, 9.9)",
PLAYER_POSITIONS,602,6/26/2026 1:13:13 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(13.0, 1.6, 9.9)","(12.8, 1.6, 9.8)","(12.6, 1.6, 9.9)",
PLAYER_POSITIONS,602,6/26/2026 1:13:13 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(13.0, 1.6, 9.9)","(12.8, 1.6, 9.8)","(12.6, 1.6, 9.9)",
VOICE_CAPTURE,602,6/26/2026 1:13:13 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,Thank you.,
PLAYER_POSITIONS,1104,6/26/2026 1:13:14 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(13.0, 1.6, 9.9)","(12.8, 1.6, 9.8)","(12.6, 1.6, 9.9)",
PLAYER_POSITIONS,1104,6/26/2026 1:13:14 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(13.0, 1.6, 9.9)","(12.8, 1.6, 9.8)","(12.6, 1.6, 9.9)",
PLAYER_POSITIONS,1616,6/26/2026 1:13:14 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(13.0, 1.6, 9.9)","(12.8, 1.6, 9.8)","(12.6, 1.6, 9.9)",
PLAYER_POSITIONS,1616,6/26/2026 1:13:14 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(13.0, 1.6, 9.9)","(12.8, 1.6, 9.8)","(12.6, 1.6, 9.9)",
PLAYER_POSITIONS,2118,6/26/2026 1:13:15 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(13.0, 1.7, 9.8)","(12.8, 1.6, 9.8)","(12.6, 1.6, 9.9)",
PLAYER_POSITIONS,2118,6/26/2026 1:13:15 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(13.0, 1.7, 9.8)","(12.8, 1.6, 9.8)","(12.6, 1.6, 9.9)",
PLAYER_POSITIONS,2621,6/26/2026 1:13:15 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(12.9, 1.1, 9.5)","(12.8, 1.6, 9.8)","(12.5, 1.1, 9.6)",
PLAYER_POSITIONS,2621,6/26/2026 1:13:15 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(12.9, 1.1, 9.5)","(12.8, 1.6, 9.8)","(12.5, 1.1, 9.6)",
PLAYER_POSITIONS,3124,6/26/2026 1:13:16 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(13.1, 0.9, 9.7)","(12.8, 1.6, 9.8)","(12.6, 0.7, 10.0)",
PLAYER_POSITIONS,3124,6/26/2026 1:13:16 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(13.1, 0.9, 9.7)","(12.8, 1.6, 9.8)","(12.6, 0.7, 10.0)",
PLAYER_POSITIONS,3647,6/26/2026 1:13:16 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(13.0, 1.6, 9.9)","(12.8, 1.6, 9.8)","(12.6, 0.8, 9.8)",
PLAYER_POSITIONS,3647,6/26/2026 1:13:16 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(13.0, 1.6, 9.9)","(12.8, 1.6, 9.8)","(12.6, 0.8, 9.8)",
PLAYER_POSITIONS,4160,6/26/2026 1:13:17 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(13.0, 1.6, 9.9)","(12.8, 1.6, 9.8)","(12.5, 0.8, 9.8)",
PLAYER_POSITIONS,4160,6/26/2026 1:13:17 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(13.0, 1.6, 9.9)","(12.8, 1.6, 9.8)","(12.5, 0.8, 9.8)",
PLAYER_POSITIONS,4674,6/26/2026 1:13:17 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(12.9, 1.6, 9.9)","(12.8, 1.6, 9.8)","(12.5, 0.8, 9.8)",
PLAYER_GAZE,4674,6/26/2026 1:13:17 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,,,,,Civilian 1,,,,,,,,,"(3.3, 1.6, 12.8)",,,"(9.5, 0.0, -3.0)",
PLAYER_POSITIONS,4674,6/26/2026 1:13:17 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(12.9, 1.6, 9.9)","(12.8, 1.6, 9.8)","(12.5, 0.8, 9.8)",
PLAYER_GAZE,4674,6/26/2026 1:13:17 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,,,,,Civilian 1,,,,,,,,,"(3.3, 1.6, 12.8)",,,"(9.5, 0.0, -3.0)",
PLAYER_POSITIONS,5186,6/26/2026 1:13:18 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(13.0, 1.6, 9.9)","(12.8, 1.6, 9.8)","(12.5, 0.8, 9.8)",
PLAYER_POSITIONS,5186,6/26/2026 1:13:18 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(13.0, 1.6, 9.9)","(12.8, 1.6, 9.8)","(12.5, 0.8, 9.8)",
PLAYER_POSITIONS,5700,6/26/2026 1:13:18 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(13.0, 1.6, 9.9)","(12.8, 1.6, 9.8)","(12.5, 0.8, 9.8)",
PLAYER_GAZE,5700,6/26/2026 1:13:18 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,,,,,Civilian 3,,,,,,,,,"(1.2, 1.6, 4.6)",,,"(11.6, 0.0, 5.2)",
PLAYER_POSITIONS,5700,6/26/2026 1:13:18 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(13.0, 1.6, 9.9)","(12.8, 1.6, 9.8)","(12.5, 0.8, 9.8)",
PLAYER_GAZE,5700,6/26/2026 1:13:18 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,,,,,Civilian 3,,,,,,,,,"(1.2, 1.6, 4.6)",,,"(11.6, 0.0, 5.2)",
PLAYER_POSITIONS,6201,6/26/2026 1:13:19 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(12.9, 1.6, 9.9)","(12.8, 1.6, 9.8)","(12.5, 0.8, 9.8)",
PLAYER_GAZE,6201,6/26/2026 1:13:19 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,,,,,US Military 1,,,,,,,,,"(5.3, 1.6, 14.8)",,,"(7.5, 0.0, -5.0)",
PLAYER_POSITIONS,6201,6/26/2026 1:13:19 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(12.9, 1.6, 9.9)","(12.8, 1.6, 9.8)","(12.5, 0.8, 9.8)",
PLAYER_GAZE,6201,6/26/2026 1:13:19 PM,7fcee153-8c46-45ff-8602-97bfaafb79e3,2.0,,,,,,,,,,,,,,,,,,,,,,,,US Military 1,,,,,,,,,"(5.3, 1.6, 14.8)",,,"(7.5, 0.0, -5.0)",
