EventName,ElapsedTime,Timestamp,SessionID,Version,AudioClip,AudioDuration,ButtonClickMessage,CurrentDurationEngaged,DragStartPosition,DragStopPosition,EvacPatientIds,EvacRound,InjuryBodyRegion,InjuryName,InjuryPosition,InjuryRequiredProcedure,InjuryRequiredTreatmentCount,InjuryRequiredTreatmentsApplied,InjurySeverity,InjuryTreatedWithCorrectTreatment,InjuryTreatmentComplete,NarrativeDescription,NarrativeIndex,PatientBreathing,PatientHealthLevel,PatientHealthTimeRemaining,PatientHearing,PatientID,PatientMood,PatientPose,PatientPosition,PatientPulse,PatientRotation,PatientSpO2,PatientTriageLevel,PatientTriageSort,PlayerDirection,PlayerDistanceFromPatient,PlayerLeftHandPosition,PlayerPosition,PlayerRightHandPosition,QuestionAnswers,QuestionId,QuestionPrompt,QuestionType,TagType,TeleportPosition,ToolAttachMessage,ToolAttachParent,ToolCount,ToolMessageSender,ToolType,TotalDurationEngaged,TriageSortCommand,VoiceCaptureCommandDescription,VoiceCaptureMessage,WeaponsDisarmed,WeaponsHeld,
SESSION_END,-226851,6/17/2026 5:33:26 PM,742573ce-cabe-413a-b17b-6a1fd0bd3998,2.0,
VOICE_CAPTURE,-226394,6/17/2026 5:33:26 PM,742573ce-cabe-413a-b17b-6a1fd0bd3998,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,ry.,
VOICE_CAPTURE,-225997,6/17/2026 5:33:26 PM,742573ce-cabe-413a-b17b-6a1fd0bd3998,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,ry.,
VOICE_CAPTURE,-225525,6/17/2026 5:33:27 PM,742573ce-cabe-413a-b17b-6a1fd0bd3998,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,ry.,
TOOL_HOVER,-225226,6/17/2026 5:33:27 PM,742573ce-cabe-413a-b17b-6a1fd0bd3998,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,,Fentanyl Lollipop,
VOICE_CAPTURE,-224957,6/17/2026 5:33:27 PM,742573ce-cabe-413a-b17b-6a1fd0bd3998,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,ry.,
VOICE_CAPTURE,-224486,6/17/2026 5:33:28 PM,742573ce-cabe-413a-b17b-6a1fd0bd3998,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,ry.,
VOICE_CAPTURE,-223990,6/17/2026 5:33:28 PM,742573ce-cabe-413a-b17b-6a1fd0bd3998,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,ry.,
VOICE_CAPTURE,-223514,6/17/2026 5:33:29 PM,742573ce-cabe-413a-b17b-6a1fd0bd3998,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,ry. Thank you.,
VOICE_CAPTURE,-222939,6/17/2026 5:33:29 PM,742573ce-cabe-413a-b17b-6a1fd0bd3998,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,ry.,
VOICE_CAPTURE,-222454,6/17/2026 5:33:30 PM,742573ce-cabe-413a-b17b-6a1fd0bd3998,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,ry. That feels...,
VOICE_CAPTURE,-222035,6/17/2026 5:33:30 PM,742573ce-cabe-413a-b17b-6a1fd0bd3998,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,ry. That feels...,
VOICE_CAPTURE,-222035,6/17/2026 5:33:30 PM,742573ce-cabe-413a-b17b-6a1fd0bd3998,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,ry. That feels...,
VOICE_COMMAND,-222035,6/17/2026 5:33:30 PM,742573ce-cabe-413a-b17b-6a1fd0bd3998,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ry. That feels...,how do you feel,
